x_id,subject,subject_type,relation,y_id,object,object_type,source
183,recurrent laryngeal nerve palsy,disease,disease_caused_disease,163,rheumatoid arthritis,disease,niu_._P4_and_2_p2_132.txt_chunk_341
173,retinal detachment,disease,disease_caused_disease,163,rheumatoid arthritis,disease,niu_._P4_and_2_p2_132.txt_chunk_341
184,root canal infection,disease,disease_caused_disease,185,salivary gland tumors,disease,niu_._P4_and_2_p2_132.txt_chunk_341
184,root canal infection,disease,disease_caused_disease,164,scalp infections,disease,niu_._P4_and_2_p2_132.txt_chunk_341
184,root canal infection,disease,disease_caused_disease,21,scalp lacerations,disease,niu_._P4_and_2_p2_132.txt_chunk_341
185,salivary gland tumors,disease,disease_caused_disease,164,scalp infections,disease,niu_._P4_and_2_p2_132.txt_chunk_341
185,salivary gland tumors,disease,disease_caused_disease,21,scalp lacerations,disease,niu_._P4_and_2_p2_132.txt_chunk_341
164,scalp infections,disease,disease_caused_disease,21,scalp lacerations,disease,niu_._P4_and_2_p2_132.txt_chunk_341
165,scoliosis,disease,disease_caused_disease,166,sensorineural deafness,disease,niu_._P4_and_2_p2_132.txt_chunk_341
165,scoliosis,disease,disease_caused_disease,167,scotomas,disease,niu_._P4_and_2_p2_132.txt_chunk_341
166,sensorineural deafness,disease,disease_caused_disease,167,scotomas,disease,niu_._P4_and_2_p2_132.txt_chunk_341
165,scoliosis,disease,disease_caused_disease,166,sensorineural deafness,disease,niu_._P4_and_2_p2_132.txt_chunk_342
166,sensorineural deafness,disease,disease_caused_disease,186,sensory ataxia,disease,niu_._P4_and_2_p2_132.txt_chunk_342
186,sensory ataxia,disease,disease_caused_disease,187,sentinel node,disease,niu_._P4_and_2_p2_132.txt_chunk_342
187,sentinel node,disease,disease_caused_disease,188,sepsis,disease,niu_._P4_and_2_p2_132.txt_chunk_342
188,sepsis,disease,disease_caused_disease,189,sinusitis,disease,niu_._P4_and_2_p2_132.txt_chunk_342
189,sinusitis,disease,disease_caused_disease,190,skull base fractures,disease,niu_._P4_and_2_p2_132.txt_chunk_342
190,skull base fractures,disease,disease_caused_disease,191,spina bifida,disease,niu_._P4_and_2_p2_132.txt_chunk_342
191,spina bifida,disease,disease_caused_disease,192,"spinal cord lesions, effects of",disease,niu_._P4_and_2_p2_132.txt_chunk_342
192,"spinal cord lesions, effects of",disease,disease_caused_disease,193,spread of dental infections,disease,niu_._P4_and_2_p2_132.txt_chunk_342
193,spread of dental infections,disease,disease_caused_disease,194,spread of infections,disease,niu_._P4_and_2_p2_132.txt_chunk_342
194,spread of infections,disease,disease_caused_disease,195,spread of nasopharyngeal infections,disease,niu_._P4_and_2_p2_132.txt_chunk_342
195,spread of nasopharyngeal infections,disease,disease_caused_disease,196,squamous cell carcinoma of vocal folds,disease,niu_._P4_and_2_p2_132.txt_chunk_342
196,squamous cell carcinoma of vocal folds,disease,disease_caused_disease,197,stapedius paralysis,disease,niu_._P4_and_2_p2_132.txt_chunk_342
197,stapedius paralysis,disease,disease_caused_disease,198,stapedius reflex test,disease,niu_._P4_and_2_p2_132.txt_chunk_342
198,stapedius reflex test,disease,disease_caused_disease,199,sternocleidomastoid paralysis,disease,niu_._P4_and_2_p2_132.txt_chunk_342
199,sternocleidomastoid paralysis,disease,disease_caused_disease,200,stroke,disease,niu_._P4_and_2_p2_132.txt_chunk_342
200,stroke,disease,disease_caused_disease,201,subarachnoid hemorrhage,disease,niu_._P4_and_2_p2_132.txt_chunk_342
200,stroke,disease,disease_caused_disease,201,subarachnoid hemorrhage,disease,niu_._P4_and_2_p2_132.txt_chunk_343
201,subarachnoid hemorrhage,disease,disease_caused_disease,202,subdural hematoma,disease,niu_._P4_and_2_p2_132.txt_chunk_343
202,subdural hematoma,disease,disease_caused_disease,203,subdural hemorrhage,disease,niu_._P4_and_2_p2_132.txt_chunk_343
204,syphilis,disease,disease_caused_disease,117,temporal arteritis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
117,temporal arteritis,disease,disease_caused_disease,205,temporal bone fractures,disease,niu_._P4_and_2_p2_132.txt_chunk_343
206,thalamic lesions,disease,disease_caused_disease,207,tetany,disease,niu_._P4_and_2_p2_132.txt_chunk_343
207,tetany,disease,disease_caused_disease,206,thalamic lesions,disease,niu_._P4_and_2_p2_132.txt_chunk_343
208,thyroidectomy,disease,disease_caused_disease,206,thalamic lesions,disease,niu_._P4_and_2_p2_132.txt_chunk_343
206,thalamic lesions,disease,disease_caused_disease,208,thyroidectomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
208,thyroidectomy,disease,disease_caused_disease,209,thyroid gland enlargement,disease,niu_._P4_and_2_p2_132.txt_chunk_343
209,thyroid gland enlargement,disease,disease_caused_disease,208,thyroidectomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
210,tonsillectomy,disease,disease_caused_disease,211,tonsillitis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
211,tonsillitis,disease,disease_caused_disease,210,tonsillectomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
212,tori,disease,disease_caused_disease,213,torticollis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
213,torticollis,disease,disease_caused_disease,212,tori,disease,niu_._P4_and_2_p2_132.txt_chunk_343
214,torus mandibularis,disease,disease_caused_disease,213,torticollis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
213,torticollis,disease,disease_caused_disease,214,torus mandibularis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
215,torus palatinus,disease,disease_caused_disease,213,torticollis,disease,niu_._P4_and_2_p2_132.txt_chunk_343
213,torticollis,disease,disease_caused_disease,215,torus palatinus,disease,niu_._P4_and_2_p2_132.txt_chunk_343
216,tracheostomy,disease,disease_caused_disease,217,tracheotomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
217,tracheotomy,disease,disease_caused_disease,216,tracheostomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
218,transient ischemic attacks,disease,disease_caused_disease,216,tracheostomy,disease,niu_._P4_and_2_p2_132.txt_chunk_343
216,tracheostomy,disease,disease_caused_disease,218,transient ischemic attacks,disease,niu_._P4_and_2_p2_132.txt_chunk_343
218,transient ischemic attacks,disease,disease_caused_disease,219,transnasal surgical procedures on pituitary,disease,niu_._P4_and_2_p2_132.txt_chunk_343
219,transnasal surgical procedures on pituitary,disease,disease_caused_disease,218,transient ischemic attacks,disease,niu_._P4_and_2_p2_132.txt_chunk_343
220,acoustic neuroma,disease,disease_caused_disease,221,peripheral facial paralysis,disease,niu_._P4_and_2_p2_132.txt_chunk_4
222,recurrent laryngeal nerve lesions,disease,disease_caused_disease,223,bronchial carcinoma,disease,niu_._P4_and_2_p2_132.txt_chunk_83
222,recurrent laryngeal nerve lesions,disease,disease_caused_disease,224,"aortic a,b below aneurysm",disease,niu_._P4_and_2_p2_132.txt_chunk_83
225,zygomatic process,instrument,is,226,temporal bone,instrument,niu_._P4_and_2_p2_132.txt_chunk_92
227,thyroid gland with inferior thyroid veins,materials,is,228,coronal mri of the soft palate and muscles of mastication,examination,niu_._P4_and_2_p2_132.txt_chunk_95
229,pharyngotympanic tube,clinical manifestations,parent-child,230,eustachian tube,clinical manifestations,niu_._P4_and_2_p2_132.txt_chunk_96
231,tape,instrument,is,232,interdental area,oral part,niu_._P4_and_2_p2_14.txt_chunk_10
233,periodontal disease,disease,disease_has_clinical manifestations,234,periodontal pockets,clinical manifestations,niu_._P4_and_2_p2_14.txt_chunk_14
235,dental treatment,treatment,treatment_has_description,236,details of procedure,description,niu_._P4_and_2_p2_14.txt_chunk_19
237,insertion of mixed amalgam,treatment,treatment_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
239,use of composite,treatment,treatment_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
240,examination of cavity,examination,examination_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
241,mixed amalgam,medicine,medicine_treats_disease,242,cavity,disease,niu_._P4_and_2_p2_14.txt_chunk_20
243,composite,medicine,medicine_treats_disease,242,cavity,disease,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_caused_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_has_clinical manifestations,244,risk of biting,clinical manifestations,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_happens at_oral part,242,cavity,oral part,niu_._P4_and_2_p2_14.txt_chunk_20
237,insertion of mixed amalgam,treatment,treatment_frequency,238,filling cavity,frequency,niu_._P4_and_2_p2_14.txt_chunk_20
239,use of composite,treatment,treatment_frequency,238,filling cavity,frequency,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_reduce_symptom,244,risk of biting,symptom,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_contraindicates_population,246,patient,population,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_lack response_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
247,examination of cavity by dental nurse,examination,examination_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_treats_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_usually happens_population,246,patient,population,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_side-effect_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_symptom,244,risk of biting,symptom,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_oral part,242,cavity,oral part,niu_._P4_and_2_p2_14.txt_chunk_20
242,cavity,disease,disease_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
241,mixed amalgam,medicine,medicine_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
243,composite,medicine,medicine_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_use_treatment,238,filling cavity,treatment,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_from_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
248,examination of cavity by patient,examination,examination_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_treats_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_caused_disease,242,cavity,disease,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_has_clinical manifestations,244,risk of biting,clinical manifestations,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_happens at_oral part,242,cavity,oral part,niu_._P4_and_2_p2_14.txt_chunk_20
239,use of composite,treatment,treatment_frequency,238,filling cavity,frequency,niu_._P4_and_2_p2_14.txt_chunk_20
237,insertion of mixed amalgam,treatment,treatment_frequency,238,filling cavity,frequency,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_reduce_symptom,244,risk of biting,symptom,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_contraindicates_population,246,patient,population,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_lack response_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
247,examination of cavity by dental nurse,examination,examination_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_treats_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_usually happens_population,246,patient,population,niu_._P4_and_2_p2_14.txt_chunk_20
245,local anaesthetic,medicine,medicine_side-effect_disease,244,risk of biting,disease,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_symptom,244,risk of biting,symptom,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_oral part,242,cavity,oral part,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,disease,disease_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
243,composite,medicine,medicine_has_description,238,filling cavity,description,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_use_treatment,238,filling cavity,treatment,niu_._P4_and_2_p2_14.txt_chunk_20
244,risk of biting,clinical manifestations,clinical manifestations_from_examination,240,examination of cavity,examination,niu_._P4_and_2_p2_14.txt_chunk_20
249,glass ionomer,medicine,medicine_has_description,250,tooth-coloured filling material,description,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_caused_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_contraindication_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,treatment,treatment_has_description,251,tooth restoration,description,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,clinical manifestations,clinical manifestations_happens at_oral part,252,tooth,oral part,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_treats_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_side-effect_symptom,253,chewing,symptom,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_examination,252,tooth,examination,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_reduce_symptom,253,chewing,symptom,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_lack response_examination,252,tooth,examination,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,treatment,treatment_frequency,254,filling cavities,frequency,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_contraindicates_population,255,young patients,population,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_usually happens_population,255,young patients,population,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_has_description,250,tooth-coloured filling material,description,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,clinical manifestations,clinical manifestations_use_treatment,249,glass ionomer,treatment,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_side-effect_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_symptom,253,chewing,symptom,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_contraindication_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_treats_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_has_description,250,tooth-coloured filling material,description,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_lack response_examination,252,tooth,examination,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_examination,252,tooth,examination,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_side-effect_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_contraindicates_population,255,young patients,population,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,disease,disease_usually happens_population,255,young patients,population,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_has_description,250,tooth-coloured filling material,description,niu_._P4_and_2_p2_14.txt_chunk_22
161,caries,clinical manifestations,clinical manifestations_happens at_oral part,252,tooth,oral part,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_treats_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_reduce_symptom,253,chewing,symptom,niu_._P4_and_2_p2_14.txt_chunk_22
249,glass ionomer,medicine,medicine_contraindication_disease,161,caries,disease,niu_._P4_and_2_p2_14.txt_chunk_22
